Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,5568.399902,5661.500000,5568.399902,5661.100098,5661.100098,4834734400
2023-01-03,5697.600098,5704.799805,5610.399902,5626.600098,5626.600098,5459192700
2023-01-04,5646.600098,5651.700195,5478.799805,5523.500000,5523.500000,4992602800
2023-01-05,5556.000000,5567.000000,5116.399902,5116.399902,5116.399902,4510533000
2023-01-06,5121.000000,5420.399902,4961.299805,5342.000000,5342.000000,5331359700
2023-01-09,5401.600098,5416.700195,5123.700195,5171.000000,5171.000000,4317306200
2023-01-10,5168.600098,5187.399902,4947.399902,4988.000000,4988.000000,3964871800
2023-01-11,5005.600098,5091.299805,4728.899902,4728.899902,4728.899902,3954341800
2023-01-12,4849.600098,4977.299805,4601.299805,4970.700195,4970.700195,5008515200
2023-01-13,4952.399902,5073.299805,4925.600098,4984.899902,4984.899902,3864299600
2023-01-16,5013.200195,5207.700195,4981.399902,5207.700195,5207.700195,4090424900
2023-01-17,5223.500000,5338.899902,5194.399902,5315.000000,5315.000000,5127613000
2023-01-18,5337.200195,5424.200195,5310.700195,5384.200195,5384.200195,4787154800
2023-01-19,5371.299805,5452.799805,5348.700195,5422.399902,5422.399902,3950727200
2023-01-20,5444.000000,5507.700195,5426.600098,5490.299805,5490.299805,4789491200
2023-01-23,5514.000000,5569.000000,5351.600098,5404.399902,5404.399902,4639095500
2023-01-24,5397.000000,5438.700195,5244.200195,5366.500000,5366.500000,4071939800
2023-01-25,5403.700195,5419.299805,5103.299805,5297.799805,5297.799805,3918847000
2023-01-26,5291.899902,5315.899902,5200.500000,5231.000000,5231.000000,3376747600
2023-01-27,5198.299805,5229.000000,5020.500000,5191.799805,5191.799805,3594118700
2023-01-30,5201.100098,5232.600098,5096.299805,5096.299805,5096.299805,2997771600
2023-01-31,5076.899902,5111.700195,4955.500000,4976.600098,4976.600098,3697029600
2023-02-01,4998.799805,5014.899902,4713.399902,4713.399902,4713.399902,3202000600
2023-02-02,4720.200195,4870.700195,4479.700195,4752.200195,4752.200195,5014254000
2023-02-03,4754.600098,4997.600098,4727.200195,4997.600098,4997.600098,4136725400
2023-02-06,4879.500000,4991.700195,4748.299805,4930.200195,4930.200195,818423900
2023-02-07,4903.899902,4903.899902,4484.700195,4505.299805,4505.299805,2246091000
2023-02-08,4186.000000,4505.299805,4186.000000,4505.299805,4505.299805,0
2023-02-15,4769.200195,4951.000000,4769.200195,4950.500000,4950.500000,1366156900
2023-02-16,5311.399902,5320.399902,4943.500000,5008.600098,5008.600098,3220661600
2023-02-17,4937.700195,5081.799805,4897.399902,5026.799805,5026.799805,2361027300
2023-02-20,5051.600098,5173.399902,5014.399902,5148.899902,5148.899902,2795290300
2023-02-21,5150.200195,5264.799805,5136.399902,5149.399902,5149.399902,3373251500
2023-02-22,5163.299805,5174.899902,5047.500000,5071.399902,5071.399902,3000149400
2023-02-23,5057.399902,5117.799805,5044.200195,5086.200195,5086.200195,3086219900
2023-02-24,5088.500000,5114.500000,5054.200195,5058.799805,5058.799805,3666107600
2023-02-27,5076.399902,5204.100098,4980.100098,5197.399902,5197.399902,3780474500
2023-02-28,5229.299805,5265.700195,5180.299805,5237.299805,5237.299805,3651685800
2023-03-01,5258.700195,5350.700195,5253.899902,5322.700195,5322.700195,3389485300
2023-03-02,5319.200195,5352.100098,5256.799805,5261.399902,5261.399902,3636998900
2023-03-03,5244.700195,5298.399902,5054.399902,5212.399902,5212.399902,3747489600
2023-03-06,5244.200195,5428.299805,5221.899902,5392.299805,5392.299805,4322046300
2023-03-07,5438.600098,5497.799805,5377.399902,5381.899902,5381.899902,4190369200
2023-03-08,5378.899902,5442.200195,5341.200195,5438.399902,5438.399902,4276210500
2023-03-09,5457.899902,5503.100098,5431.600098,5446.200195,5446.200195,4641697900
2023-03-10,5396.700195,5453.899902,5375.899902,5384.600098,5384.600098,3768780400
2023-03-13,5414.899902,5429.299805,5283.000000,5323.200195,5323.200195,3348659800
2023-03-14,5331.399902,5347.899902,5207.299805,5207.299805,5207.299805,3220818500
2023-03-15,5224.399902,5239.500000,5065.299805,5121.600098,5121.600098,3407563700
2023-03-16,5155.500000,5230.700195,5129.799805,5229.600098,5229.600098,2408700100
2023-03-17,5277.700195,5291.899902,5136.399902,5136.399902,5136.399902,2931813200
2023-03-20,5119.600098,5137.100098,4971.100098,4975.500000,4975.500000,2834484500
2023-03-21,4986.299805,5019.899902,4890.399902,4906.600098,4906.600098,2716626700
2023-03-22,4931.700195,5001.100098,4890.899902,5001.100098,5001.100098,2306010900
2023-03-23,4997.200195,5062.000000,4983.700195,5062.000000,5062.000000,2354594200
2023-03-24,5078.600098,5117.399902,5000.200195,5032.000000,5032.000000,2101903200
2023-03-27,5064.799805,5074.000000,4997.799805,4997.799805,4997.799805,1988283700
2023-03-28,5003.700195,5005.000000,4811.500000,4811.500000,4811.500000,2297360400
2023-03-29,4803.100098,4946.000000,4752.899902,4943.200195,4943.200195,2403997700
2023-03-30,4926.399902,5000.200195,4880.799805,4896.100098,4896.100098,2595119500
2023-03-31,4876.200195,4881.799805,4790.700195,4812.899902,4812.899902,2575164900
2023-04-03,4806.399902,4851.700195,4680.500000,4839.500000,4839.500000,2497155100
2023-04-04,4842.399902,4988.600098,4830.600098,4984.100098,4984.100098,2271301900
2023-04-05,4997.000000,5028.799805,4919.899902,4919.899902,4919.899902,2212695500
2023-04-06,4920.299805,4970.299805,4890.600098,4912.799805,4912.799805,1665310900
2023-04-07,4921.299805,4955.500000,4899.500000,4924.600098,4924.600098,1781919500
2023-04-10,4956.000000,5102.399902,4956.000000,5092.299805,5092.299805,2459728800
2023-04-11,5110.799805,5143.500000,5082.100098,5124.299805,5124.299805,3053840200
2023-04-12,5128.000000,5198.399902,5121.100098,5146.100098,5146.100098,2902601800
2023-04-13,5164.899902,5195.500000,5131.899902,5135.600098,5135.600098,2602989700
2023-04-14,5143.399902,5176.600098,5092.899902,5092.899902,5092.899902,2067327000
2023-04-17,5112.000000,5138.100098,5057.500000,5059.399902,5059.399902,1914352500
2023-04-18,5076.200195,5105.100098,5011.899902,5018.700195,5018.700195,1915472700
2023-04-19,5026.399902,5093.100098,4975.500000,5061.200195,5061.200195,2115440800
2023-04-20,5037.399902,5037.500000,4997.500000,5012.299805,5012.299805,1049019200
2023-04-24,5022.500000,5076.399902,5010.299805,5022.799805,5022.799805,1676860000
2023-04-25,5034.100098,5042.100098,4881.000000,4891.000000,4891.000000,2030580100
2023-04-26,4885.899902,4901.399902,4749.100098,4783.500000,4783.500000,1919644400
2023-04-27,4777.500000,4831.399902,4750.500000,4789.600098,4789.600098,1899706600
2023-04-28,4799.500000,4808.500000,4578.100098,4617.899902,4617.899902,1768195800
2023-05-02,4628.399902,4660.299805,4499.000000,4506.200195,4506.200195,1761788500
2023-05-03,4517.399902,4534.500000,4311.399902,4486.000000,4486.000000,2062108400
2023-05-04,4470.200195,4577.700195,4447.500000,4484.399902,4484.399902,1730186400
2023-05-05,4481.399902,4496.100098,4378.299805,4400.799805,4400.799805,1416981300
2023-05-08,4433.299805,4577.700195,4374.100098,4561.899902,4561.899902,2270213000
2023-05-09,4547.200195,4622.100098,4513.299805,4536.200195,4536.200195,2910741500
2023-05-10,4544.500000,4554.899902,4485.799805,4494.500000,4494.500000,2311022500
2023-05-11,4492.200195,4871.799805,4492.200195,4848.000000,4848.000000,4353882300
2023-05-12,4897.299805,4982.899902,4758.100098,4795.600098,4795.600098,3655138700
2023-05-15,4489.600098,4700.000000,4475.500000,4501.200195,4501.200195,2379215000
2023-05-16,4406.000000,4589.700195,4406.000000,4589.700195,4589.700195,4032864300
2023-05-17,4605.600098,4680.899902,4599.799805,4661.700195,4661.700195,2914998400
2023-05-18,4681.700195,4700.000000,4489.100098,4501.700195,4501.700195,2637205400
2023-05-22,4532.600098,4556.799805,4415.700195,4466.200195,4466.200195,2316840400
2023-05-23,4467.299805,4499.299805,4436.500000,4471.000000,4471.000000,1929211000
2023-05-24,4476.899902,4524.100098,4416.200195,4424.899902,4424.899902,1934570100
2023-05-25,4440.399902,4471.500000,4404.100098,4428.000000,4428.000000,1806193900
2023-05-26,4442.200195,4605.299805,4436.899902,4580.700195,4580.700195,2576307800
2023-05-29,4696.200195,4800.000000,4622.299805,4768.600098,4768.600098,3189578800
2023-05-30,4840.399902,4972.799805,4830.799805,4951.399902,4951.399902,4367012700
2023-05-31,4956.299805,4982.500000,4868.000000,4886.899902,4886.899902,3946536500
2023-06-01,4928.600098,5007.100098,4928.600098,4959.799805,4959.799805,2595881600
2023-06-02,5102.600098,5146.700195,5051.399902,5115.000000,5115.000000,3855620400
2023-06-05,5233.200195,5374.600098,5204.500000,5372.700195,5372.700195,3985495300
2023-06-06,5372.399902,5439.899902,5314.500000,5388.799805,5388.799805,3470806600
2023-06-07,5515.899902,5608.799805,5515.899902,5561.200195,5561.200195,5135817600
2023-06-08,5549.799805,5593.600098,5458.799805,5554.000000,5554.000000,3575038400
2023-06-09,5603.500000,5639.200195,5535.000000,5626.500000,5626.500000,3366808700
2023-06-12,5673.799805,5730.200195,5589.000000,5589.000000,5589.000000,3335117200
2023-06-13,5568.100098,5595.200195,5392.799805,5429.100098,5429.100098,3280041000
2023-06-14,5437.100098,5490.899902,5322.000000,5360.799805,5360.799805,3562526600
2023-06-15,5397.799805,5495.500000,5378.299805,5495.500000,5495.500000,2789147400
