Date,Open,High,Low,Close,Adj Close,Volume
2023-06-16,5518.500000,5566.100098,5467.000000,5475.500000,5475.500000,2959480100
2023-06-19,5485.500000,5485.500000,5269.100098,5269.299805,5269.299805,2641341700
2023-06-20,5265.000000,5315.500000,5200.299805,5251.600098,5251.600098,2773703400
2023-06-21,5280.500000,5329.399902,5169.600098,5186.799805,5186.799805,2280250300
2023-06-22,5200.200195,5434.600098,5152.799805,5428.299805,5428.299805,3804924300
2023-06-23,5509.799805,5594.000000,5478.899902,5582.799805,5582.799805,3404649500
2023-06-26,5644.299805,5749.700195,5632.100098,5732.899902,5732.899902,2815649300
2023-06-27,5725.100098,5766.600098,5692.899902,5759.100098,5759.100098,1229126700
2023-07-03,5867.200195,6018.299805,5867.200195,6015.299805,6015.299805,3725885300
2023-07-04,6049.700195,6076.700195,5980.100098,6003.899902,6003.899902,4768264400
2023-07-05,6026.100098,6121.600098,5889.899902,6106.799805,6106.799805,4054640000
2023-07-06,6135.299805,6207.899902,6124.200195,6141.100098,6141.100098,4105306400
2023-07-07,6139.799805,6223.299805,6117.100098,6187.100098,6187.100098,3663437400
2023-07-10,6264.299805,6290.299805,6228.200195,6270.399902,6270.399902,4124593200
2023-07-11,6371.200195,6386.799805,6234.500000,6362.899902,6362.899902,5496917600
2023-07-12,6360.700195,6410.600098,6287.399902,6342.100098,6342.100098,5762002600
2023-07-13,6354.899902,6436.799805,6315.399902,6368.399902,6368.399902,5232799800
2023-07-14,6415.500000,6446.000000,6353.899902,6437.700195,6437.700195,3424924800
2023-07-17,6501.799805,6604.000000,6476.600098,6600.500000,6600.500000,4366785400
2023-07-18,6636.700195,6662.200195,6362.700195,6365.000000,6365.000000,5162380200
2023-07-19,6370.299805,6572.299805,6299.600098,6571.299805,6571.299805,4212504700
2023-07-20,6633.399902,6700.399902,6518.899902,6682.100098,6682.100098,5594317800
2023-07-21,6688.100098,6724.399902,6617.700195,6687.799805,6687.799805,4725626500
2023-07-24,6730.000000,6808.000000,6626.299805,6695.100098,6695.100098,5181916900
2023-07-25,6721.500000,6724.500000,6538.299805,6605.000000,6605.000000,4848903300
2023-07-26,6606.200195,6744.399902,6583.500000,6743.899902,6743.899902,4650554600
2023-07-27,6799.399902,6856.100098,6766.299805,6856.100098,6856.100098,5262101300
2023-07-28,6925.399902,7097.000000,6912.000000,7067.299805,7067.299805,6446540500
2023-07-31,7143.100098,7256.600098,7117.100098,7217.000000,7217.000000,6521695800
2023-08-01,7209.600098,7296.600098,7113.299805,7168.500000,7168.500000,5805074100
2023-08-02,7180.100098,7336.100098,7174.600098,7258.500000,7258.500000,5354725100
2023-08-03,7296.000000,7365.600098,7200.799805,7221.500000,7221.500000,5118646400
2023-08-04,7256.600098,7427.100098,7205.399902,7400.600098,7400.600098,4299741900
2023-08-07,7434.500000,7493.899902,7399.000000,7470.100098,7470.100098,3822805700
2023-08-08,7495.700195,7504.399902,7359.500000,7412.200195,7412.200195,4507561100
2023-08-09,7423.100098,7644.600098,7367.000000,7600.700195,7600.700195,5888600900
2023-08-10,7652.399902,7766.100098,7398.500000,7441.500000,7441.500000,7271931300
2023-08-11,7453.399902,7721.000000,7397.600098,7714.399902,7714.399902,5205759600
2023-08-14,7795.000000,7868.700195,7681.299805,7737.399902,7737.399902,5476968800
2023-08-15,7763.700195,7794.899902,7550.299805,7690.799805,7690.799805,4977818400
2023-08-16,7685.299805,7734.399902,7588.899902,7662.299805,7662.299805,5200431800
2023-08-17,7675.100098,7798.600098,7633.100098,7764.500000,7764.500000,4725467900
2023-08-18,7803.700195,7815.799805,7424.000000,7513.299805,7513.299805,4980347200
2023-08-21,7446.399902,7820.100098,7411.500000,7796.700195,7796.700195,5512184500
2023-08-22,7856.200195,7903.000000,7691.299805,7771.299805,7771.299805,5027274400
2023-08-23,7820.399902,7832.000000,7602.200195,7602.200195,7602.200195,5849648800
2023-08-24,7648.299805,7872.799805,7476.299805,7491.899902,7491.899902,8173460100
2023-08-25,7545.200195,7747.600098,7407.899902,7716.700195,7716.700195,4832637800
2023-08-28,7837.100098,8008.799805,7837.100098,7941.700195,7941.700195,5487016200
2023-08-29,7963.399902,8013.500000,7865.600098,7907.100098,7907.100098,4693866900
2023-08-31,7964.500000,8005.799805,7880.600098,7917.899902,7917.899902,4424045500
2023-09-01,7966.700195,8060.899902,7930.100098,8056.100098,8056.100098,4229228600
2023-09-04,8141.299805,8238.900391,8126.000000,8141.299805,8141.299805,5212121500
2023-09-05,8161.100098,8236.099609,8090.200195,8236.099609,8236.099609,5547198400
2023-09-06,8291.599609,8298.500000,8127.899902,8181.700195,8181.700195,5981494100
2023-09-07,8218.500000,8358.000000,8218.500000,8337.700195,8337.700195,5098904900
2023-09-08,8371.299805,8398.400391,8295.700195,8325.299805,8325.299805,4863767200
2023-09-11,8385.599609,8403.799805,8127.100098,8146.500000,8146.500000,5399368300
2023-09-12,8175.000000,8276.200195,8081.299805,8159.899902,8159.899902,4732159800
2023-09-13,8184.000000,8236.000000,7977.700195,8013.899902,8013.899902,4573766200
2023-09-14,8035.700195,8118.799805,7797.100098,8118.799805,8118.799805,4404427900
2023-09-15,8128.500000,8139.299805,7962.000000,7962.000000,7962.000000,4235100000
2023-09-18,7952.399902,7952.399902,7678.799805,7680.399902,7680.399902,3611908200
2023-09-19,7696.799805,7804.100098,7644.700195,7784.000000,7784.000000,3499804100
2023-09-20,7834.899902,7897.799805,7706.399902,7719.799805,7719.799805,3829158100
2023-09-21,7714.899902,8000.500000,7663.899902,8000.500000,8000.500000,4390353100
2023-09-22,8035.100098,8094.000000,7981.200195,8039.200195,8039.200195,4187860800
2023-09-25,8105.399902,8311.200195,8097.000000,8304.799805,8304.799805,4864110600
2023-09-26,8368.500000,8389.700195,8240.799805,8242.299805,8242.299805,5971775000
2023-09-27,8275.099609,8298.700195,8170.899902,8213.799805,8213.799805,4426914800
2023-09-28,8235.799805,8288.500000,8188.000000,8218.700195,8218.700195,4126896600
2023-09-29,8239.099609,8379.400391,8239.099609,8334.900391,8334.900391,4682116600
2023-10-02,8374.599609,8511.599609,8367.299805,8487.000000,8487.000000,4981075900
2023-10-03,8547.400391,8562.700195,8462.000000,8513.500000,8513.500000,4885888200
2023-10-04,8523.700195,8533.500000,8329.000000,8333.099609,8333.099609,5140536000
2023-10-05,8386.299805,8496.400391,8179.899902,8488.000000,8488.000000,5891414000
2023-10-06,8410.299805,8516.799805,8397.599609,8464.900391,8464.900391,4537952300
2023-10-09,8300.700195,8383.500000,8193.400391,8193.400391,8193.400391,4371047200
2023-10-10,8304.799805,8450.799805,8304.799805,8442.799805,8442.799805,4401431900
2023-10-11,8482.400391,8518.900391,8315.700195,8330.599609,8330.599609,4038493900
2023-10-12,8440.500000,8471.099609,8054.600098,8259.299805,8259.299805,4830174800
2023-10-13,8242.299805,8242.299805,8071.500000,8113.299805,8113.299805,3284940200
2023-10-16,8228.500000,8252.299805,7926.600098,7934.600098,7934.600098,3517496500
2023-10-17,7962.600098,8115.000000,7908.100098,8115.000000,8115.000000,3278573900
2023-10-18,7964.600098,8015.299805,7837.000000,7842.700195,7842.700195,2924773800
2023-10-19,7868.000000,7971.399902,7728.399902,7769.000000,7769.000000,3087950100
2023-10-20,7691.000000,7711.200195,7447.000000,7510.700195,7510.700195,3243363800
2023-10-23,7649.399902,7794.500000,7520.100098,7750.399902,7750.399902,3186983100
2023-10-24,7797.100098,8014.799805,7765.500000,7990.399902,7990.399902,3998729200
2023-10-25,8035.799805,8084.399902,7425.000000,7425.000000,7425.000000,3568977300
2023-10-26,7516.500000,7741.299805,7384.500000,7662.100098,7662.100098,4032161400
2023-10-27,7671.899902,7740.500000,7500.500000,7706.399902,7706.399902,2892444400
2023-10-30,7688.399902,7786.399902,7660.899902,7712.899902,7712.899902,2697877700
2023-10-31,7749.299805,7775.100098,7496.399902,7514.100098,7514.100098,2301878300
2023-11-01,7568.899902,7597.799805,7297.000000,7528.600098,7528.600098,2696169400
2023-11-02,7585.200195,7701.100098,7577.500000,7663.600098,7663.600098,2439676600
2023-11-03,7673.700195,7721.200195,7581.600098,7706.000000,7706.000000,2408234800
2023-11-06,7792.799805,7900.500000,7788.600098,7868.000000,7868.000000,2262442400
2023-11-07,7874.200195,7919.299805,7818.600098,7844.799805,7844.799805,2262467100
2023-11-08,7912.399902,7942.799805,7821.500000,7860.899902,7860.899902,2403494900
2023-11-09,7801.299805,7885.700195,7738.700195,7841.500000,7841.500000,2569080800
2023-11-10,7838.299805,7855.200195,7765.399902,7771.299805,7771.299805,2331836000
2023-11-13,7784.299805,7785.600098,7568.299805,7568.299805,7568.299805,2581061300
2023-11-14,7601.399902,7689.100098,7520.000000,7671.100098,7671.100098,2790714000
2023-11-15,7716.100098,7738.200195,7634.399902,7665.899902,7665.899902,2289050000
2023-11-16,7675.399902,7813.200195,7675.399902,7780.700195,7780.700195,2150293700
2023-11-17,7786.700195,7864.000000,7773.700195,7853.399902,7853.399902,2131782400
2023-11-20,7918.299805,7984.700195,7918.299805,7946.399902,7946.399902,2501373200
2023-11-21,7993.899902,8046.600098,7945.399902,8046.600098,8046.600098,2779719300
2023-11-22,8054.799805,8060.299805,7984.899902,7987.000000,7987.000000,2524918600
2023-11-23,7991.899902,8062.100098,7898.600098,7898.600098,7898.600098,3069908100
2023-11-24,7902.399902,7996.100098,7851.299805,7960.000000,7960.000000,2326065200
2023-11-27,8028.799805,8129.100098,8023.399902,8107.200195,8107.200195,3281642100
2023-11-28,8116.000000,8149.399902,8046.100098,8093.500000,8093.500000,2794079700
2023-11-29,8115.399902,8125.100098,7993.100098,8009.299805,8009.299805,2351023100
2023-11-30,8007.799805,8049.299805,7912.000000,7948.600098,7948.600098,2475424100
2023-12-01,8071.500000,8090.200195,7956.600098,8026.299805,8026.299805,2191777200
2023-12-04,8050.799805,8108.200195,7962.299805,8087.200195,8087.200195,2382038700
2023-12-05,8094.700195,8120.500000,8023.399902,8057.399902,8057.399902,2294108500
2023-12-06,8066.500000,8112.399902,7855.100098,7855.100098,7855.100098,2989944300
2023-12-07,7867.700195,7978.799805,7747.500000,7978.799805,7978.799805,2411775400
2023-12-08,7988.600098,7992.299805,7888.500000,7913.799805,7913.799805,2123975900
2023-12-11,7920.299805,7924.700195,7723.200195,7728.399902,7728.399902,2326734600
2023-12-12,7727.399902,7790.799805,7661.600098,7748.899902,7748.899902,2378235100
2023-12-13,7719.000000,7721.200195,7529.299805,7529.299805,7529.299805,2510676300
2023-12-14,7622.700195,7831.899902,7582.299805,7813.399902,7813.399902,2574908100
2023-12-15,7822.000000,7998.399902,7812.500000,7993.899902,7993.899902,2699523100
2023-12-18,7957.500000,8010.500000,7782.299805,7790.399902,7790.399902,2367046400
2023-12-19,7783.899902,7786.399902,7642.700195,7725.899902,7725.899902,2458469900
2023-12-20,7717.200195,7764.200195,7614.700195,7662.899902,7662.899902,1884819800
2023-12-21,7657.000000,7789.899902,7621.299805,7765.000000,7765.000000,2157284500
2023-12-22,7769.799805,7795.000000,7553.899902,7557.600098,7557.600098,1874128000
2023-12-25,null,null,null,null,null,null
2023-12-26,7303.299805,7405.100098,7202.899902,7299.299805,7299.299805,1937122200
2023-12-27,7282.200195,7365.100098,7215.000000,7260.399902,7260.399902,2146187500
2023-12-28,7278.100098,7444.899902,7278.100098,7396.299805,7396.299805,1715537400
2023-12-29,7415.299805,7510.399902,7415.299805,7470.200195,7470.200195,2664606500
